ITEM	9341	Dragon bolts	[null, Wield, null, null, drop]
ITEM	9342	Onyx bolts	[null, Wield, null, null, drop]
ITEM	9737	Goat horn dust	[null, null, null, null, drop]
ITEM	9976	Chinchompa	[null, null, null, null, drop]
ITEM	9979	Raw bird meat	[null, null, null, null, drop]
ITEM	10010	Butterfly net	[null, Wield, null, null, drop]
ITEM	10083	Red spiky vambraces	[null, Wear, null, null, drop]
ITEM	10095	Larupia fur	[null, null, null, null, drop]
ITEM	10103	Kyatt fur	[null, null, null, null, drop]
ITEM	10117	Polar kebbit fur	[null, null, null, null, drop]
ITEM	10136	Rainbow fish	[Eat, null, null, null, drop]
ITEM	10137	Rainbow fish	[null, null, null, null, drop]
ITEM	10149	Green salamander	[null, Wield, null, Release all, Release]
ITEM	10819	Yak-hide	[null, null, null, null, drop]
ITEM	11212	Dragon arrow	[null, Wield, null, null, drop]
ITEM	11230	Dragon dart	[null, Wield, null, null, drop]
ITEM	11232	Dragon dart tip	[Feather, null, null, null, drop]
ITEM	11237	Dragon arrowheads	[Tip, null, null, null, drop]
ITEM	11238	Baby impling jar	[null, null, Loot, null, Destroy]
ITEM	11240	Young impling jar	[null, null, Loot, null, Destroy]
ITEM	11242	Gourmet impling jar	[null, null, Loot, null, Destroy]
ITEM	11244	Earth impling jar	[null, null, Loot, null, Destroy]
ITEM	11246	Essence impling jar	[null, null, Loot, null, Destroy]
ITEM	11248	Eclectic impling jar	[null, null, Loot, null, Destroy]
ITEM	11250	Nature impling jar	[null, null, Loot, null, Destroy]
ITEM	11252	Magpie impling jar	[null, null, Loot, null, Destroy]
ITEM	11254	Ninja impling jar	[null, null, Loot, null, Destroy]
ITEM	11256	Dragon impling jar	[null, null, Loot, null, Destroy]
ITEM	11259	Magic butterfly net	[null, Wield, null, null, Destroy]
ITEM	11260	Impling jar	[null, null, null, null, drop]
ITEM	12109	Cockatrice egg	[null, null, null, null, drop]
ITEM	12111	Guthatrice egg	[null, null, null, null, drop]
ITEM	12113	Saratrice egg	[null, null, null, null, drop]
ITEM	12115	Zamatrice egg	[null, null, null, null, drop]
ITEM	12117	Pengatrice egg	[null, null, null, null, drop]
ITEM	12121	Vulatrice egg	[null, null, null, null, drop]
ITEM	12134	Evil turnip	[Eat, Carve, null, null, drop]
ITEM	12148	Evil turnip seed	[null, null, null, null, drop]
ITEM	12153	Carved evil turnip	[null, null, null, null, drop]
ITEM	12155	Pouch	[null, null, null, null, drop]
ITEM	12156	Honeycomb	[null, null, null, null, drop]
ITEM	12158	Gold charm	[null, null, null, null, drop]
ITEM	12159	Green charm	[null, null, null, null, drop]
ITEM	12160	Crimson charm	[null, null, null, null, drop]
ITEM	12163	Blue charm	[null, null, null, null, drop]
ITEM	14831	Swordfish	[null, null, null, null, Destroy]
ITEM	15503	Royal shirt	[null, Wear, null, null, drop]
ITEM	15505	Royal leggings	[null, Wear, null, null, drop]
ITEM	15507	Royal sceptre	[null, Wield, null, null, drop]
ITEM	15509	Royal crown	[null, Wear, null, null, drop]
ITEM	15511	Royal amulet	[null, Wear, null, null, drop]
ITEM	15513	Spirit impling jar	[null, null, Loot, null, Destroy]
ITEM	15517	Kingly impling jar	[null, null, Loot, null, Destroy]
ITEM	20904	Gold ore	[null, null, null, null, drop]
ITEM	20914	Steel bar	[null, null, null, null, drop]
ITEM	20942	Earth rune	[null, null, null, null, drop]
ITEM	24216	Earth rune	[null, null, null, null, Destroy]
ITEM	24767	Gold ore	[null, null, null, null, drop]
ITEM	25496	Weapon poison+ (3)	[null, null, null, null, drop]
