2436	Super attack (4)	[Drink, null, null, Empty, drop]
2440	Super strength (4)	[Drink, null, null, Empty, drop]
2442	Super defence (4)	[Drink, null, null, Empty, drop]
2444	Super ranging potion (4)	[Drink, null, null, Empty, drop]
2452	Antifire (4)	[Drink, null, null, Empty, drop]
2454	Antifire (3)	[Drink, null, null, Empty, drop]
2456	Antifire (2)	[Drink, null, null, Empty, drop]
2458	Antifire (1)	[Drink, null, null, Empty, drop]
2481	Clean lantadyme	[null, null, null, null, drop]
2483	Lantadyme potion (unfinished)	[Mix, null, null, Empty, drop]
2485	Grimy lantadyme	[Clean, null, null, null, drop]
2970	Mort myre fungus	[null, null, null, null, drop]
2998	Clean toadflax	[null, null, null, null, drop]
3000	Clean snapdragon	[null, null, null, null, drop]
3002	Toadflax potion (unfinished)	[Mix, null, null, Empty, drop]
3004	Snapdragon potion (unfinished)	[Mix, null, null, Empty, drop]
3010	Energy potion (3)	[Drink, null, null, Empty, drop]
3018	Super energy (3)	[Drink, null, null, Empty, drop]
3026	Super restore (3)	[Drink, null, null, Empty, drop]
3034	Agility potion (3)	[Drink, null, null, Empty, drop]
3040	Super magic potion (4)	[Drink, null, null, Empty, drop]
3042	Super magic potion (3)	[Drink, null, null, Empty, drop]
3044	Super magic potion (2)	[Drink, null, null, Empty, drop]
3046	Super magic potion (1)	[Drink, null, null, Empty, drop]
3049	Grimy toadflax	[Clean, null, null, null, drop]
3051	Grimy snapdragon	[Clean, null, null, null, drop]
3138	Potato cactus	[null, null, null, null, drop]
3146	Poison karambwan	[Eat, null, null, Grind, drop]
3152	Karambwan paste	[null, null, null, null, drop]
4419	Guthix rest (3)	[Drink, null, null, Empty, drop]
4620	Black mushroom	[Eat, null, null, Grind, drop]
4621	Phoenix feather	[null, null, null, null, drop]
4622	Black mushroom ink	[null, null, null, Empty, drop]
4698	Mud rune	[Grind, null, null, null, drop]
5004	Frog spawn	[Eat, null, null, null, drop]
5075	Bird's nest (empty)	[Grind, null, null, null, drop]
5935	Coconut milk	[Make, null, null, Empty, drop]
5936	Weapon poison+ (unfinished)	[null, null, null, Empty, drop]
5937	Weapon poison+ (3)	[Apply, null, null, Empty, drop]
5939	Weapon poison++ (unfinished)	[null, null, null, Empty, drop]
5940	Weapon poison++ (3)	[Apply, null, null, Empty, drop]
5942	Antipoison+ (unfinished)	[null, null, null, Empty, drop]
5945	Antipoison+ (3)	[Drink, null, null, Empty, drop]
5951	Antipoison++ (unfinished)	[null, null, null, Empty, drop]
5954	Antipoison++ (3)	[Drink, null, null, Empty, drop]
5972	Papaya fruit	[null, null, null, Eat, drop]
6016	Cactus spine	[null, null, null, null, drop]
6018	Poison ivy berries	[null, null, null, null, drop]
6049	Yew roots	[null, null, null, null, drop]
6051	Magic roots	[null, null, null, null, drop]
6332	Mahogany logs	[Craft, Light, null, null, drop]
6466	Rune shards	[Grind, null, null, null, drop]
6467	Rune dust	[null, null, null, null, drop]
6571	Uncut onyx	[Craft, null, null, null, drop]
6573	Onyx	[Craft, null, null, null, drop]
6687	Saradomin brew (3)	[Drink, null, null, Empty, drop]
6693	Crushed nest	[null, null, null, null, drop]
6810	Wyvern bonemeal	[null, null, null, Empty, drop]
6812	Wyvern bones	[Bury, null, null, Grind, drop]
8865	Ground ashes	[Dust-hands, null, null, null, drop]
9016	Gorak claws	[Grind, null, null, null, drop]
9018	Gorak claw powder	[null, null, null, null, drop]
9079	Suqah tooth	[Grind, null, null, null, drop]
9082	Ground tooth	[null, null, null, null, drop]
9139	Blurite bolts	[null, Wield, null, null, drop]
9140	Iron bolts	[null, Wield, null, null, drop]
9141	Steel bolts	[null, Wield, null, null, drop]
9142	Mithril bolts	[null, Wield, null, null, drop]
9143	Adamant bolts	[null, Wield, null, null, drop]
9144	Rune bolts	[null, Wield, null, null, drop]
9145	Silver bolts	[null, Wield, null, null, drop]
9174	Bronze crossbow	[null, Wield, null, null, drop]
9176	Blurite crossbow	[null, Wield, null, null, drop]
9177	Iron crossbow	[null, Wield, null, null, drop]
9179	Steel crossbow	[null, Wield, null, null, drop]
9181	Mithril crossbow	[null, Wield, null, null, drop]
9183	Adamant crossbow	[null, Wield, null, null, drop]
9185	Rune crossbow	[null, Wield, null, null, drop]
9187	Jade bolt tips	[Tip, null, null, null, drop]
9188	Topaz bolt tips	[Tip, null, null, null, drop]
9189	Sapphire bolt tips	[Tip, null, null, null, drop]
9190	Emerald bolt tips	[Tip, null, null, null, drop]
9191	Ruby bolt tips	[Tip, null, null, null, drop]
9192	Diamond bolt tips	[Tip, null, null, null, drop]
9193	Dragonstone bolt tips	[Tip, null, null, null, drop]
9194	Onyx bolt tips	[Tip, null, null, null, drop]
9335	Jade bolts	[null, Wield, null, null, drop]
9336	Topaz bolts	[null, Wield, null, null, drop]
9337	Sapphire bolts	[null, Wield, null, null, drop]
9338	Emerald bolts	[null, Wield, null, null, drop]
9339	Ruby bolts	[null, Wield, null, null, drop]
9340	Diamond bolts	[null, Wield, null, null, drop]
9341	Dragon bolts	[null, Wield, null, null, drop]
9342	Onyx bolts	[null, Wield, null, null, drop]
9375	Bronze bolts (unf)	[Feather, null, null, null, drop]
9376	Blurite bolts (unf)	[Feather, null, null, null, drop]
9377	Iron bolts (unf)	[Feather, null, null, null, drop]
9378	Steel bolts (unf)	[Feather, null, null, null, drop]
9379	Mithril bolts (unf)	[Feather, null, null, null, drop]
9380	Adamant bolts (unf)	[Feather, null, null, null, drop]
9381	Rune bolts (unf)	[Feather, null, null, null, drop]
9382	Silver bolts (unf)	[Feather, null, null, null, drop]
9420	Bronze limbs	[Fletch, null, null, null, drop]
9422	Blurite limbs	[Fletch, null, null, null, drop]
9423	Iron limbs	[Fletch, null, null, null, drop]
9425	Steel limbs	[Fletch, null, null, null, drop]
9427	Mithril limbs	[Fletch, null, null, null, drop]
9429	Adamant limbs	[Fletch, null, null, null, drop]
9431	Rune limbs	[Fletch, null, null, null, drop]
9438	Crossbow string	[Fletch, null, null, null, drop]
9440	Wooden stock	[Fletch, null, null, null, drop]
9442	Oak stock	[Fletch, null, null, null, drop]
9444	Willow stock	[Fletch, null, null, null, drop]
9446	Teak stock	[Fletch, null, null, null, drop]
9448	Maple stock	[Fletch, null, null, null, drop]
9450	Mahogany stock	[Fletch, null, null, null, drop]
9452	Yew stock	[Fletch, null, null, null, drop]
9454	Bronze crossbow (unstrung)	[String, null, null, null, drop]
9456	Blurite crossbow (unstrung)	[String, null, null, null, drop]
9457	Iron crossbow (unstrung)	[String, null, null, null, drop]
9459	Steel crossbow (unstrung)	[String, null, null, null, drop]
9461	Mithril crossbow (unstrung)	[String, null, null, null, drop]
9463	Adamant crossbow (unstrung)	[String, null, null, null, drop]
9465	Rune crossbow (unstrung)	[String, null, null, null, drop]
9594	Ground mud runes	[null, null, null, null, drop]
9735	Desert goat horn	[Grind, null, null, null, drop]
9736	Goat horn dust	[null, null, null, null, drop]
9741	Combat potion (3)	[Drink, null, null, Empty, drop]
10000	Hunter potion (3)	[Drink, null, null, Empty, drop]
10109	Kebbit teeth	[Grind, null, null, null, drop]
10111	Kebbit teeth dust	[null, null, null, null, drop]
10961	Frogspawn gumbo	[Eat, null, null, null, drop]
11212	Dragon arrow	[null, Wield, null, null, drop]
11230	Dragon dart	[null, Wield, null, null, drop]
11232	Dragon dart tip	[Feather, null, null, null, drop]
11237	Dragon arrowheads	[Tip, null, null, null, drop]
11525	Wimpy feather	[null, null, null, null, drop]
12109	Cockatrice egg	[null, null, null, null, drop]
12129	Ground fishing bait	[null, null, null, null, drop]
12142	Summoning potion (3)	[Drink, null, null, Empty, drop]
12172	Clean spirit weed	[null, null, null, null, drop]
12174	Grimy spirit weed	[Clean, null, null, null, drop]
12181	Spirit weed potion (unfinished)	[Mix, null, null, Empty, drop]
12539	Grenwall spikes	[null, null, null, null, drop]
14703	Diamond root	[Grind, null, null, null, Destroy]
14704	Diamond root dust	[null, null, null, null, Destroy]
14836	Grimy wergali	[Clean, null, null, null, drop]
14840	Crafting potion (3)	[Drink, null, null, Empty, drop]
14848	Fletching potion (3)	[Drink, null, null, Empty, drop]
14854	Clean wergali	[null, null, null, null, drop]
14856	Wergali potion (unfinished)	[Mix, null, null, Empty, drop]
15301	Adrenaline potion (3)	[Drink, null, null, Empty, drop]
15304	Super antifire (4)	[Drink, null, null, Empty, drop]
15305	Super antifire (3)	[Drink, null, null, Empty, drop]
15306	Super antifire (2)	[Drink, null, null, Empty, drop]
15307	Super antifire (1)	[Drink, null, null, Empty, drop]
15308	Extreme attack (4)	[Drink, null, null, Empty, drop]
15309	Extreme attack (3)	[Drink, null, null, Empty, drop]
15310	Extreme attack (2)	[Drink, null, null, Empty, drop]
15311	Extreme attack (1)	[Drink, null, null, Empty, drop]
15312	Extreme strength (4)	[Drink, null, null, Empty, drop]
15313	Extreme strength (3)	[Drink, null, null, Empty, drop]
15314	Extreme strength (2)	[Drink, null, null, Empty, drop]
15315	Extreme strength (1)	[Drink, null, null, Empty, drop]
15316	Extreme defence (4)	[Drink, null, null, Empty, drop]
15317	Extreme defence (3)	[Drink, null, null, Empty, drop]
15318	Extreme defence (2)	[Drink, null, null, Empty, drop]
15319	Extreme defence (1)	[Drink, null, null, Empty, drop]
15320	Extreme magic (4)	[Drink, null, null, Empty, drop]
15321	Extreme magic (3)	[Drink, null, null, Empty, drop]
15322	Extreme magic (2)	[Drink, null, null, Empty, drop]
15323	Extreme magic (1)	[Drink, null, null, Empty, drop]
15324	Extreme ranging (4)	[Drink, null, null, Empty, drop]
15325	Extreme ranging (3)	[Drink, null, null, Empty, drop]
15326	Extreme ranging (2)	[Drink, null, null, Empty, drop]
15327	Extreme ranging (1)	[Drink, null, null, Empty, drop]
15328	Super prayer (4)	[Drink, null, null, Empty, drop]
15329	Super prayer (3)	[Drink, null, null, Empty, drop]
15330	Super prayer (2)	[Drink, null, null, Empty, drop]
15331	Super prayer (1)	[Drink, null, null, Empty, drop]
18661	Vial of stench	[null, null, null, null, Destroy]
19984	Grimy erzille	[Clean, null, null, null, Drop]
19985	Grimy argway	[Clean, null, null, null, Drop]
19986	Grimy ugune	[Clean, null, null, null, Drop]
19987	Grimy shengo	[Clean, null, null, null, Drop]
19988	Grimy samaden	[Clean, null, null, null, Drop]
19989	Clean erzille	[null, null, null, null, Drop]
19990	Clean argway	[null, null, null, null, Drop]
19991	Clean ugune	[null, null, null, null, Drop]
19992	Clean shengo	[null, null, null, null, Drop]
19993	Clean samaden	[null, null, null, null, Drop]
21622	Morchella mushroom	[null, null, null, null, drop]
21624	Clean fellstalk	[null, null, null, null, drop]
21626	Grimy fellstalk	[Clean, null, null, null, drop]
21628	Fellstalk potion (unfinished)	[Mix, null, null, Empty, drop]
21632	Prayer renewal (3)	[Drink, null, null, Empty, drop]
21774	Dust of Armadyl	[null, null, null, null, drop]
21776	Shards of Armadyl	[Combine, null, null, Grind, drop]
25478	Dragon crossbow (unstrung)	[String, null, null, null, drop]
25481	Dragon limbs	[Fletch, null, null, null, drop]
25483	Magic stock	[Fletch, null, null, null, drop]
25917	Dragon crossbow	[null, Wield, null, null, drop]
27514	Magic potion (3)	[Drink, null, null, Empty, drop]
28193	Super Saradomin brew (3)	[Drink, null, null, Empty, drop]
28201	Super Zamorak brew (3)	[Drink, null, null, Empty, drop]
28209	Super Guthix rest (3)	[Drink, null, null, Empty, drop]
28253	Wine of Guthix	[null, null, null, null, drop]
28256	Wine of Saradomin	[null, null, null, null, drop]
28435	Ascension fragment	[Tip, null, null, null, Destroy]
28463	Fragment bolts	[null, Wield, null, null, Destroy]
28464	Fragment arrows	[null, Wield, null, null, Destroy]
29556	Elder logs	[Craft, Light, null, null, drop]
29611	Elder longbow	[null, Wield, null, null, drop]
29614	Elder shortbow	[null, Wield, null, null, drop]
29734	Elder longbow (unstrung)	[String, null, null, null, drop]
29736	Elder shortbow (unstrung)	[String, null, null, null, drop]
31853	Uncut hydrix	[Craft, null, null, null, drop]
31855	Hydrix	[Craft, null, null, null, drop]
34159	Searing ashes	[Scatter, null, null, null, drop]
37914	Crushed dragonstone	[null, null, null, null, drop]
37953	Clean bloodweed	[null, null, null, null, drop]
37963	Luck potion	[Drink, null, null, Empty, drop]
37969	Aggression potion (3)	[Drink, null, null, Empty, drop]
37973	Bloodweed potion (unfinished)	[Mix, null, null, Empty, drop]
37975	Grimy bloodweed	[Clean, null, null, null, drop]
