Jewellery: Sapphire bracelet	11072	level=23	xp=60.0	out=1	1607x1 (Sapphire) 2357x1 (Gold bar)  tools=[11065]
Jewellery: Emerald bracelet	11076	level=30	xp=65.0	out=1	1605x1 (Emerald) 2357x1 (Gold bar)  tools=[11065]
Jewellery: Ruby bracelet	11085	level=42	xp=80.0	out=1	1603x1 (Ruby) 2357x1 (Gold bar)  tools=[11065]
Jewellery: Diamond bracelet	11092	level=58	xp=95.0	out=1	1601x1 (Diamond) 2357x1 (Gold bar)  tools=[11065]
Jewellery: Dragonstone bracelet	11115	level=74	xp=110.0	out=1	1615x1 (Dragonstone) 2357x1 (Gold bar)  tools=[11065]
Jewellery: Onyx bracelet	11130	level=84	xp=125.0	out=1	6573x1 (Onyx) 2357x1 (Gold bar)  tools=[11065]
Silver: Unstrung symbol	1714	level=16	xp=50.0	out=1	2355x1 (Silver bar)  tools=[1599]
Silver: Tiara	5525	level=23	xp=52.5	out=1	2355x1 (Silver bar)  tools=[5523]
Glass: Beer glass	1919	level=1	xp=17.5	out=1	1775x1 (Molten glass)  tools=[1785]
Glass: Candle lantern	4527	level=4	xp=19.0	out=1	1775x1 (Molten glass)  tools=[1785]
Glass: Oil lamp (empty)	4525	level=12	xp=25.0	out=1	1775x1 (Molten glass)  tools=[1785]
Glass: Vial	229	level=33	xp=35.0	out=1	1775x1 (Molten glass)  tools=[1785]
Glass: Fishbowl	6667	level=42	xp=42.5	out=1	1775x1 (Molten glass)  tools=[1785]
Glass: Unpowered orb	567	level=46	xp=52.5	out=1	1775x1 (Molten glass)  tools=[1785]
Glass: Lantern lens	4542	level=49	xp=55.0	out=1	1775x1 (Molten glass)  tools=[1785]
Glass: Empty light orb	10980	level=87	xp=70.0	out=1	1775x1 (Molten glass)  tools=[1785]
Pottery: Pot (unfired)	1787	level=1	xp=6.3	out=1	1761x1 (Soft clay)  tools=[]
Pottery: Pie dish (unfired)	1789	level=7	xp=15.0	out=1	1761x1 (Soft clay)  tools=[]
Pottery: Bowl (unfired)	1791	level=8	xp=18.0	out=1	1761x1 (Soft clay)  tools=[]
Pottery: Unfired plant pot	5352	level=19	xp=20.0	out=1	1761x1 (Soft clay)  tools=[]
Fire pottery: Empty pot	1931	level=1	xp=6.3	out=1	1787x1 (Pot (unfired))  tools=[]
Fire pottery: Pie dish	2313	level=7	xp=10.0	out=1	1789x1 (Pie dish (unfired))  tools=[]
Fire pottery: Bowl	1923	level=8	xp=15.0	out=1	1791x1 (Bowl (unfired))  tools=[]
Fire pottery: Plant pot	5350	level=19	xp=17.5	out=1	5352x1 (Unfired plant pot)  tools=[]
Melt glass: Molten glass	1775	level=1	xp=20.0	out=1	1781x1 (Soda ash) 1783x1 (Bucket of sand)  tools=[]
Infuse pouch: Spirit wolf pouch	12047	level=1	xp=4.8	out=1	12183x7 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 2859x1 (Wolf bones)  tools=[]
Infuse pouch: Dreadfowl pouch	12043	level=4	xp=9.3	out=1	12183x8 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 2138x1 (Raw chicken)  tools=[]
Infuse pouch: Spirit spider pouch	12059	level=10	xp=12.6	out=1	12183x8 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 6291x1 (Spider carcass)  tools=[]
Infuse pouch: Thorny snail pouch	12019	level=13	xp=12.6	out=1	12183x9 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 3363x1 (Thin snail)  tools=[]
Infuse pouch: Granite crab pouch	12009	level=16	xp=21.6	out=1	12183x7 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 440x1 (Iron ore)  tools=[]
Infuse pouch: Spirit mosquito pouch	12778	level=17	xp=46.5	out=1	12183x1 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 6319x1 (Proboscis)  tools=[]
Infuse pouch: Desert wyrm pouch	12049	level=18	xp=31.2	out=1	12183x45 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 1783x1 (Bucket of sand)  tools=[]
Infuse pouch: Spirit scorpion pouch	12055	level=19	xp=83.2	out=1	12183x57 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 3095x1 (Bronze claws)  tools=[]
Infuse pouch: Spirit tz-kih pouch	12808	level=22	xp=96.8	out=1	12183x64 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 12168x1 (Obsidian charm)  tools=[]
Infuse pouch: Albino rat pouch	12067	level=23	xp=202.4	out=1	12183x75 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 2134x1 (Raw rat meat)  tools=[]
Infuse pouch: Spirit kalphite pouch	12063	level=25	xp=220.0	out=1	12183x51 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 3138x1 (Potato cactus)  tools=[]
Infuse pouch: Compost mound pouch	12091	level=28	xp=49.8	out=1	12183x47 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 6032x1 (Compost)  tools=[]
Infuse pouch: Giant chinchompa pouch	12800	level=29	xp=255.2	out=1	12183x84 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 10033x1 (Chinchompa)  tools=[]
Infuse pouch: Vampyre bat pouch	12053	level=31	xp=136.0	out=1	12183x81 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 3325x1 (Vampyre dust)  tools=[]
Infuse pouch: Honey badger pouch	12065	level=32	xp=140.8	out=1	12183x84 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 12156x1 (Honeycomb)  tools=[]
Infuse pouch: Beaver pouch	12021	level=33	xp=57.6	out=1	12183x72 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 1519x1 (Willow logs)  tools=[]
Infuse pouch: Void ravager pouch	12818	level=34	xp=59.6	out=1	12183x74 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12164x1 (Ravager charm)  tools=[]
Infuse pouch: Void spinner pouch	12780	level=34	xp=59.6	out=1	12183x74 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 12166x1 (Spinner charm)  tools=[]
Infuse pouch: Void torcher pouch	12798	level=34	xp=59.6	out=1	12183x74 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 12167x1 (Torcher charm)  tools=[]
Infuse pouch: Void shifter pouch	12814	level=34	xp=59.6	out=1	12183x74 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 12165x1 (Shifter charm)  tools=[]
Infuse pouch: Bronze minotaur pouch	12073	level=36	xp=316.8	out=1	12183x102 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 2349x1 (Bronze bar)  tools=[]
Infuse pouch: Iron minotaur pouch	12075	level=46	xp=404.8	out=1	12183x125 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 2351x1 (Iron bar)  tools=[]
Infuse pouch: Steel minotaur pouch	12077	level=56	xp=492.8	out=1	12183x141 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 2353x1 (Steel bar)  tools=[]
Infuse pouch: Mithril minotaur pouch	12079	level=66	xp=580.8	out=1	12183x152 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 2359x1 (Mithril bar)  tools=[]
Infuse pouch: Adamant minotaur pouch	12081	level=76	xp=668.8	out=1	12183x144 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 2361x1 (Adamant bar)  tools=[]
Infuse pouch: Rune minotaur pouch	12083	level=86	xp=756.8	out=1	12183x100 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 2363x1 (Rune bar)  tools=[]
Infuse pouch: Bull ant pouch	12087	level=40	xp=52.8	out=1	12183x11 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 6010x1 (Marigolds)  tools=[]
Infuse pouch: Macaw pouch	12071	level=41	xp=72.4	out=1	12183x78 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 249x1 (Clean guam)  tools=[]
Infuse pouch: Evil turnip pouch	12051	level=42	xp=184.8	out=1	12183x104 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 12153x1 (Carved evil turnip)  tools=[]
Infuse pouch: Spirit cockatrice pouch	12095	level=43	xp=75.2	out=1	12183x88 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12109x1 (Cockatrice egg)  tools=[]
Infuse pouch: Spirit guthatrice pouch	12097	level=43	xp=75.2	out=1	12183x88 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12111x1 (Guthatrice egg)  tools=[]
Infuse pouch: Spirit saratrice pouch	12099	level=43	xp=75.2	out=1	12183x88 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12113x1 (Saratrice egg)  tools=[]
Infuse pouch: Spirit zamatrice pouch	12101	level=43	xp=75.2	out=1	12183x88 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12115x1 (Zamatrice egg)  tools=[]
Infuse pouch: Spirit pengatrice pouch	12103	level=43	xp=75.2	out=1	12183x88 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12117x1 (Pengatrice egg)  tools=[]
Infuse pouch: Spirit coraxatrice pouch	12105	level=43	xp=75.2	out=1	12183x88 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12119x1 (Coraxatrice egg)  tools=[]
Infuse pouch: Spirit vulatrice pouch	12107	level=43	xp=75.2	out=1	12183x88 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12121x1 (Vulatrice egg)  tools=[]
Infuse pouch: Pyrelord pouch	12816	level=46	xp=202.4	out=1	12183x111 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 590x1 (Tinderbox)  tools=[]
Infuse pouch: Magpie pouch	12041	level=47	xp=83.2	out=1	12183x88 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 1635x1 (Gold ring)  tools=[]
Infuse pouch: Bloated leech pouch	12061	level=49	xp=215.2	out=1	12183x117 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 2132x1 (Raw beef)  tools=[]
Infuse pouch: Spirit terrorbird pouch	12007	level=52	xp=68.4	out=1	12183x12 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 9978x1 (Raw bird meat)  tools=[]
Infuse pouch: Abyssal parasite pouch	12035	level=54	xp=94.8	out=1	12183x106 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12161x1 (Abyssal charm)  tools=[]
Infuse pouch: Spirit jelly pouch	12027	level=55	xp=484.0	out=1	12183x151 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 1937x1 (Jug of water)  tools=[]
Infuse pouch: Ibis pouch	12531	level=56	xp=98.8	out=1	12183x109 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 311x1 (Harpoon)  tools=[]
Infuse pouch: Spirit kyatt pouch	12812	level=57	xp=501.6	out=1	12183x153 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 10103x1 (Kyatt fur)  tools=[]
Infuse pouch: Spirit larupia pouch	12784	level=57	xp=501.6	out=1	12183x155 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 10095x1 (Larupia fur)  tools=[]
Infuse pouch: Spirit graahk pouch	12810	level=57	xp=501.6	out=1	12183x154 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 10099x1 (Graahk fur)  tools=[]
Infuse pouch: Karam. overlord pouch	12023	level=58	xp=510.4	out=1	12183x144 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 6667x1 (Fishbowl)  tools=[]
Infuse pouch: Smoke devil pouch	12085	level=61	xp=268.0	out=1	12183x141 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 9736x1 (Goat horn dust)  tools=[]
Infuse pouch: Abyssal lurker pouch	12037	level=62	xp=109.6	out=1	12183x119 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12161x1 (Abyssal charm)  tools=[]
Infuse pouch: Spirit cobra pouch	12015	level=63	xp=276.8	out=1	12183x116 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 6287x1 (Snake hide)  tools=[]
Infuse pouch: Stranger plant pouch	12045	level=64	xp=281.6	out=1	12183x128 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 8431x1 (Bagged plant 1)  tools=[]
Infuse pouch: Barker toad pouch	12123	level=66	xp=87.0	out=1	12183x11 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 2150x1 (Swamp toad)  tools=[]
Infuse pouch: War tortoise pouch	12031	level=67	xp=58.6	out=1	12183x1 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 7939x1 (Tortoise shell)  tools=[]
Infuse pouch: Bunyip pouch	12029	level=68	xp=119.2	out=1	12183x110 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 383x1 (Raw shark)  tools=[]
Infuse pouch: Fruit bat pouch	12033	level=69	xp=121.2	out=1	12183x130 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 1963x1 (Banana)  tools=[]
Infuse pouch: Ravenous locust pouch	12820	level=70	xp=132.0	out=1	12183x79 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 1933x1 (Pot of flour)  tools=[]
Infuse pouch: Arctic bear pouch	12057	level=71	xp=93.2	out=1	12183x14 (Spirit shards) 12158x1 (Gold charm) 12155x1 (Pouch) 10117x1 (Polar kebbit fur)  tools=[]
Infuse pouch: Obsidian golem pouch	12792	level=73	xp=642.4	out=1	12183x195 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 12168x1 (Obsidian charm)  tools=[]
Infuse pouch: Granite lobster pouch	12069	level=74	xp=325.6	out=1	12183x166 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 6983x1 (Granite (5kg))  tools=[]
Infuse pouch: Praying mantis pouch	12011	level=75	xp=329.6	out=1	12183x168 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 2460x1 (Flowers)  tools=[]
Infuse pouch: Forge regent pouch	12782	level=76	xp=134.0	out=1	12183x141 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 10020x1 (Ruby harvest jar)  tools=[]
Infuse pouch: Talon beast pouch	12794	level=77	xp=1015.2	out=1	12183x174 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 12162x1 (Talon beast charm)  tools=[]
Infuse pouch: Giant ent pouch	12013	level=78	xp=136.8	out=1	12183x124 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 5933x1 (Willow branch)  tools=[]
Infuse pouch: Hydra pouch	12025	level=80	xp=140.8	out=1	12183x128 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 571x1 (Water orb)  tools=[]
Infuse pouch: Spirit dagannoth pouch	12017	level=83	xp=364.8	out=1	12183x1 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 6155x1 (Dagannoth hide)  tools=[]
Infuse pouch: Wolpertinger pouch	12089	level=92	xp=404.8	out=1	12183x203 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 2859x1 (Wolf bones) 3226x1 (Raw rabbit)  tools=[]
Infuse pouch: Pack yak pouch	12093	level=96	xp=422.4	out=1	12183x211 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 10818x1 (Yak-hide)  tools=[]
Infuse pouch: Fire titan pouch	12802	level=79	xp=695.2	out=1	12183x198 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 1442x1 (Fire talisman)  tools=[]
Infuse pouch: Moss titan pouch	12804	level=79	xp=695.2	out=1	12183x202 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 1440x1 (Earth talisman)  tools=[]
Infuse pouch: Ice titan pouch	12806	level=79	xp=695.2	out=1	12183x198 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 1438x1 (Air talisman) 1444x1 (Water talisman)  tools=[]
Infuse pouch: Lava titan pouch	12788	level=83	xp=730.4	out=1	12183x219 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 12168x1 (Obsidian charm)  tools=[]
Infuse pouch: Swamp titan pouch	12776	level=85	xp=373.6	out=1	12183x150 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 10149x1 (Green salamander)  tools=[]
Infuse pouch: Geyser titan pouch	12786	level=89	xp=783.2	out=1	12183x222 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 1444x1 (Water talisman)  tools=[]
Infuse pouch: Abyssal titan pouch	12796	level=93	xp=163.2	out=1	12183x113 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 12161x1 (Abyssal charm)  tools=[]
Infuse pouch: Iron titan pouch	12822	level=95	xp=417.6	out=1	12183x198 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 47072x1 (Iron ingot)  tools=[]
Infuse pouch: Unicorn stallion pouch	12039	level=88	xp=154.4	out=1	12183x140 (Spirit shards) 12159x1 (Green charm) 12155x1 (Pouch) 237x1 (Unicorn horn)  tools=[]
Infuse pouch: Steel titan pouch	12790	level=99	xp=435.2	out=1	12183x178 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 47074x1 (Steel ingot)  tools=[]
Infuse pouch: Brawler demon pouch	34137	level=82	xp=346.9	out=1	12183x136 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 33934x1 (Demon claw)  tools=[]
Infuse pouch: Executioner demon pouch	34139	level=82	xp=346.9	out=1	12183x136 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 33934x1 (Demon claw)  tools=[]
Infuse pouch: Deacon demon pouch	34141	level=82	xp=346.9	out=1	12183x136 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 33934x1 (Demon claw)  tools=[]
Infuse pouch: Light creature pouch	32829	level=88	xp=771.6	out=1	12183x204 (Spirit shards) 12163x1 (Blue charm) 12155x1 (Pouch) 32609x1 (Light core)  tools=[]
Infuse pouch: Pack mammoth pouch	36060	level=99	xp=439.8	out=1	12183x222 (Spirit shards) 12160x1 (Crimson charm) 12155x1 (Pouch) 36023x1 (Mammoth tusk)  tools=[]
Create scrolls: Spirit Wolf scroll (Howl)	12425	level=1	xp=0.1	out=10	12047x1 (Spirit wolf pouch)  tools=[]
Create scrolls: Dreadfowl scroll (Dreadfowl Strike)	12445	level=4	xp=0.1	out=10	12043x1 (Dreadfowl pouch)  tools=[]
Create scrolls: Spirit Spider scroll (Egg Spawn)	12428	level=10	xp=0.2	out=10	12059x1 (Spirit spider pouch)  tools=[]
Create scrolls: Thorny Snail scroll (Slime Spray)	12459	level=13	xp=0.2	out=10	12019x1 (Thorny snail pouch)  tools=[]
