# SHNORKSCAPE 950 developer catalogue: kind,id,name,width,height,level,types
NPC	67	Gnome	1	1	42	
NPC	68	Gnome	1	1	42	
NPC	69	Sten	1	1	0	
NPC	71	Sten	1	1	0	
NPC	72	Troll	2	2	70	
NPC	73	Zombie	1	1	12	
NPC	74	Zombie	1	1	22	
NPC	75	Zombie	1	1	29	
NPC	76	Zombie	1	1	29	
NPC	77	Summoned Zombie	1	1	12	
NPC	78	Giant bat	2	2	14	
NPC	79	Death wing	2	2	77	
NPC	80	Camel	2	2	0	
NPC	81	Cow	2	2	2	
NPC	82	Lesser demon	2	2	70	
NPC	83	Greater demon	3	3	82	
NPC	84	Black demon	3	3	98	
NPC	85	Suak	1	1	0	
NPC	86	Giant rat	2	2	7	
NPC	87	Giant rat	2	2	7	
NPC	88	Dungeon rat	2	2	18	
NPC	89	Unicorn	2	2	15	
NPC	90	Skeleton	1	1	15	
NPC	91	Skeleton	1	1	16	
NPC	92	Skeleton	1	1	32	
NPC	93	Skeleton	1	1	58	
NPC	94	Skeleton Mage	1	1	19	
NPC	95	Wolf	1	1	11	
NPC	96	Adolescent White wolf	1	1	6	
NPC	97	White wolf	1	1	12	
NPC	98	Dog	1	1	0	
NPC	99	Guard dog	1	1	33	
NPC	100	Freaky Forester	1	1	0	
NPC	101	Pheasant	1	1	4	
NPC	102	Pheasant	1	1	4	
NPC	103	Ghost	1	1	25	
NPC	104	Ghost	1	1	25	
NPC	105	Grizzly bear	2	2	32	
NPC	106	Black bear	2	2	23	
NPC	107	Scorpion	2	2	14	
NPC	108	Poison Scorpion	2	2	49	
NPC	109	Pit Scorpion	1	1	56	
NPC	110	Fire giant	2	2	85	
NPC	111	Ice giant	2	2	47	
NPC	112	Moss giant	2	2	40	
NPC	113	Jogre	2	2	57	
NPC	114	Mogre	2	2	45	
NPC	115	Ogre	2	2	67	
NPC	116	Cyclops	2	2	63	
NPC	117	Hill giant	2	2	26	
NPC	118	Dwarf	1	1	9	
NPC	119	Chaos dwarf	1	1	47	
NPC	120	Dwarf	1	1	39	
NPC	121	Dwarf	1	1	9	
NPC	122	Pheasant	1	1	4	
NPC	123	Pheasant	1	1	4	
NPC	124	Earth warrior	1	1	61	
NPC	125	Ice warrior	1	1	40	
NPC	126	Otherworldly being	1	1	55	
NPC	127	Magic axe	1	1	38	
NPC	128	Snake	1	1	5	
NPC	129	Egil	1	1	0	
NPC	130	Abel	1	1	0	
NPC	131	Penguin	1	1	8	
NPC	132	Monkey	1	1	8	
NPC	133	Black unicorn	2	2	33	
NPC	134	Poison spider	1	1	53	
NPC	135	Ethereal Mimic	1	1	0	
NPC	136	Mounted terrorchick	1	1	0	
NPC	137	Terrorchick	1	1	0	
NPC	138	Terrorbird	2	2	42	
NPC	139	Terrorbird	2	2	42	
NPC	140	Soulless	1	1	46	
NPC	141	Big Wolf	2	2	20	
NPC	142	Wolf	2	2	11	
NPC	143	Jungle Wolf	2	2	78	
NPC	144	King Scorpion	2	2	22	
NPC	145	Ice warrior	1	1	40	
NPC	146	Gull	2	2	0	
NPC	147	Cormorant	2	2	0	
NPC	148	Pelican	2	2	0	
NPC	149	Gull	2	2	0	
NPC	150	Gull	2	2	0	
NPC	151	Fly trap	1	1	0	
NPC	153	Butterfly	1	1	0	
NPC	154	Butterfly	1	1	0	
NPC	155	Butterfly	1	1	0	
NPC	156	Butterfly	1	1	0	
NPC	157	Butterfly	1	1	0	
NPC	158	Shadow warrior	1	1	65	
NPC	159	Gnome child	1	1	1	
NPC	160	Gnome child	1	1	1	
NPC	161	Gnome child	1	1	1	
NPC	162	Gnome trainer	1	1	0	
NPC	163	Gnome guard	1	1	53	
NPC	164	Gnome guard	1	1	53	
NPC	165	Lava monster	1	1	0	
NPC	167	TzHaar hero	1	1	0	
NPC	168	Gnome woman	1	1	42	
NPC	169	Gnome woman	1	1	42	
NPC	170	Man	1	1	4	
NPC	171	Brimstail	1	1	0	
NPC	172	Dark wizard	1	1	35	
NPC	173	Invrigar the Necromancer	1	1	42	
NPC	174	Dark wizard	1	1	21	
NPC	175	Mugger	1	1	15	
NPC	176	Witch	1	1	30	
NPC	177	Witch	1	1	30	
NPC	178	Black Knight	1	1	30	
NPC	179	Black Knight	1	1	30	
NPC	180	Highwayman	1	1	11	
NPC	181	Chaos druid	1	1	32	
NPC	182	Pirate	1	1	26	
NPC	183	Pirate	1	1	26	
NPC	184	Pirate	1	1	32	
NPC	185	Lava-flow miner	1	1	0	
NPC	186	Thug	1	1	19	
NPC	187	Rogue	1	1	9	
NPC	188	Monk of Zamorak	1	1	43	
NPC	189	Monk of Zamorak	1	1	46	
NPC	190	Monk of Zamorak	1	1	54	
NPC	191	Wandering warrior	1	1	60	
NPC	192	Nic	1	1	0	
NPC	193	Chaos druid warrior	1	1	65	
NPC	194	Necromancer	1	1	39	
NPC	195	Bandit Brawler	1	1	112	
NPC	196	Guard Bandit	1	1	70	
NPC	197	Lava-flow miner	1	1	0	
NPC	198	Guildmaster	1	1	0	
NPC	199	Gunthor the Brave	1	1	40	
NPC	200	Lord Daquarius	1	1	0	
NPC	201	Jailer	1	1	39	
NPC	202	Black Heather	1	1	138	
NPC	203	Donny the Lad	1	1	138	
NPC	204	Speedy Keith	1	1	138	
NPC	205	Salarin the Twisted	1	1	77	
NPC	206	Guard	1	1	16	
NPC	207	Lollk	1	1	0	
NPC	208	Captain Lawgof	1	1	0	
NPC	209	Nulodion	1	1	0	
NPC	210	Grail Maiden	1	1	0	
NPC	211	Sir Percival	1	1	0	
NPC	212	King Percival	1	1	0	
NPC	214	Peasant	1	1	0	
NPC	215	Peasant	1	1	0	
NPC	216	High Priest	1	1	0	
NPC	217	Crone	1	1	0	
NPC	218	Galahad	1	1	0	
NPC	219	Fisherman	1	1	0	
NPC	220	The Fisher King	1	1	0	
NPC	221	Black Knight Titan	1	1	28	
NPC	222	Monk	1	1	14	
NPC	223	Brother Kojo	1	1	0	
NPC	224	Dungeon rat	1	1	11	
NPC	225	Bonzo	1	1	0	
NPC	227	Morris	1	1	0	
NPC	228	Big Dave	1	1	0	
NPC	229	Joshua	1	1	0	
NPC	230	Grandpa Jack	1	1	0	
NPC	231	Forester	1	1	0	
NPC	232	Austri	1	1	0	
NPC	233	Fishing spot	1	1	0	
NPC	234	Fishing spot	1	1	0	
NPC	235	Fishing spot	1	1	0	
NPC	236	Fishing spot	1	1	0	
NPC	237	Renegade Knight	1	1	21	
NPC	238	Thrantax the Mighty	1	1	70	
NPC	239	Sir Lancelot	1	1	0	
NPC	240	Sir Gawain	1	1	0	
NPC	241	Sir Kay	1	1	0	
NPC	242	Sir Bedivere	1	1	0	
NPC	243	Sir Tristram	1	1	0	
NPC	244	Sir Pelleas	1	1	0	
NPC	245	Sir Lucan	1	1	0	
NPC	246	Beefy Bill	1	1	0	
NPC	247	Sir Mordred	1	1	23	
NPC	248	Morgan Le Faye	1	1	0	
NPC	249	Merlin	1	1	0	
NPC	251	King Arthur	1	1	0	
NPC	252	Beggar	1	1	0	
NPC	253	Khazard Guard	1	1	0	
NPC	254	Khazard Guard	1	1	0	
NPC	255	Khazard Guard	1	1	30	
NPC	256	Khazard Guard	1	1	30	
NPC	257	Khazard Guard	1	1	24	
NPC	259	Angor	1	1	0	
NPC	260	Kelvin	1	1	0	
NPC	261	Joe	1	1	0	
NPC	262	Slave fighter	1	1	0	
NPC	263	Hengrad	1	1	0	
NPC	268	Local	1	1	0	
NPC	269	Bouncer	2	2	77	
NPC	270	Khazard ogre	2	2	64	
NPC	271	Khazard scorpion	3	3	50	
NPC	272	Lucien	1	1	14	
NPC	273	Lucien	1	1	0	
NPC	274	Guardian of Armadyl	1	1	42	
NPC	275	Guardian of Armadyl	1	1	42	
NPC	276	Winelda	1	1	0	
NPC	277	Fire Warrior of Lesarkus	1	1	77	
NPC	278	Cook	1	1	0	
NPC	279	Brother Omad	1	1	0	
NPC	280	Brother Cedric	1	1	0	
NPC	281	Monk	1	1	5	
NPC	282	Thief	1	1	21	
NPC	283	Head Thief	1	1	25	
NPC	284	Doric	1	1	0	
NPC	285	Veronica	1	1	0	
NPC	286	Professor Oddenstein	1	1	0	
NPC	287	Ernest	1	1	0	
NPC	288	Chicken	1	1	0	
NPC	289	Councillor Halgrive	1	1	0	
NPC	290	Doctor Orbon	1	1	0	
NPC	291	Farmer Brumty	1	1	0	
NPC	296	Guard	1	1	35	
NPC	297	Guard	1	1	35	
NPC	298	Guard	1	1	35	
NPC	299	Guard	1	1	35	
NPC	300	TokHaar-Hur	1	1	112	
NPC	301	Lava-flow miner	1	1	0	
NPC	302	Hadley	1	1	0	
NPC	303	Gerald	1	1	0	
NPC	304	Almera	1	1	0	
NPC	305	Hudon	1	1	0	
NPC	306	Golrie	1	1	0	
NPC	307	Hetty	1	1	0	
NPC	308	Master fisher	1	1	0	
NPC	309	Fishing spot	1	1	0	
NPC	310	Fishing spot	1	1	0	
NPC	311	Fishing spot	1	1	0	
NPC	312	Fishing spot	1	1	0	
NPC	313	Fishing spot	1	1	0	
NPC	314	Fishing spot	1	1	0	
NPC	315	Fishing spot	1	1	0	
NPC	316	Fishing spot	1	1	0	
NPC	317	Fishing spot	1	1	0	
NPC	318	Fishing spot	1	1	0	
NPC	319	Fishing spot	1	1	0	
NPC	320	Fishing spot	1	1	0	
NPC	321	Fishing spot	1	1	0	
NPC	322	Fishing spot	1	1	0	
NPC	323	Fishing spot	1	1	0	
NPC	324	Fishing spot	1	1	0	
NPC	325	Fishing spot	1	1	0	
NPC	326	Fishing spot	1	1	0	
NPC	327	Fishing spot	1	1	0	
NPC	328	Fishing spot	1	1	0	
NPC	329	Fishing spot	1	1	0	
NPC	330	Fishing spot	1	1	0	
NPC	331	Lava-flow miner	1	1	0	
NPC	332	Lava-flow miner	1	1	0	
NPC	333	Johanhus Ulsbrecht	1	1	0	
NPC	334	Drake of Bik	2	2	0	
NPC	336	Da Vinci	1	1	0	
NPC	337	Da Vinci	1	1	0	
NPC	338	Chancy	1	1	0	
NPC	339	Chancy	1	1	0	
NPC	340	Hops	1	1	0	
NPC	341	Hops	1	1	0	
NPC	342	Guidor's wife	1	1	0	
NPC	343	Guidor	1	1	0	
NPC	344	Guard	1	1	0	
NPC	345	Guard	1	1	0	
NPC	346	Guard	1	1	0	
NPC	349	Kilron	1	1	0	
NPC	350	Omart	1	1	0	
NPC	351	Man	1	1	2	
NPC	352	Woman	1	1	2	
NPC	353	Woman	1	1	2	
NPC	354	Woman	1	1	2	
NPC	355	Child	1	1	0	
NPC	356	Child	1	1	0	
NPC	358	Priest	1	1	0	
NPC	359	Naff	1	1	0	
NPC	360	Woman	1	1	2	
NPC	361	Woman	1	1	2	
NPC	362	Woman	1	1	2	
NPC	363	Woman	1	1	2	
NPC	365	Paladin	1	1	70	
NPC	366	Jerico	1	1	0	
NPC	367	Chemist	1	1	0	
NPC	368	Guard	1	1	0	
NPC	374	Ogre	2	2	86	
NPC	375	Redbeard Frank	1	1	0	
NPC	376	Captain Tobias	1	1	0	
NPC	377	Drunken Dwarf	1	1	0	
NPC	379	Luthas	1	1	0	
NPC	380	Customs officer	1	1	0	
NPC	382	Dwarf	1	1	0	
NPC	383	Stankers	1	1	0	
NPC	384	Barbarian guard	1	1	0	
NPC	385	Kharid Scorpion	1	1	0	
NPC	386	Kharid Scorpion	1	1	0	
NPC	387	Kharid Scorpion	1	1	0	
NPC	388	Seer	1	1	0	
NPC	389	Thormac	1	1	0	
NPC	390	Pheasant	1	1	4	
NPC	391	Pheasant	1	1	4	
NPC	392	Pheasant	1	1	4	
NPC	393	Pheasant	1	1	4	
NPC	394	Frog Herald	1	1	0	
NPC	398	Legends' guard	1	1	0	
NPC	399	Legends' guard	1	1	0	
NPC	400	Radimus Erkle	1	1	0	
NPC	401	Jungle forester	1	1	0	
NPC	402	Jungle forester	1	1	0	
NPC	404	Eluned	1	1	0	
NPC	406	Theh Orses	2	2	0	
NPC	407	Captain Bentley	1	1	0	
NPC	408	Captain Bentley	1	1	0	
NPC	409	Genie	1	1	0	
NPC	410	Mysterious Old Man	1	1	0	
NPC	411	Swarm	1	1	0	
NPC	412	Bat	1	1	14	
NPC	413	Theho Rses	2	2	0	
NPC	418	Leprechaun	1	1	0	
NPC	419	Leprechaun	1	1	0	
NPC	420	High Priest	1	1	0	
NPC	421	High Priest	1	1	0	
NPC	422	Captain Undak	1	1	0	
NPC	426	Captain Undak	1	1	0	
NPC	427	Captain Undak	1	1	0	
NPC	428	Captain Undak	1	1	0	
NPC	429	Captain Undak	1	1	0	
NPC	430	Captain Undak	1	1	0	
NPC	432	Cyrisus	1	1	98	
NPC	433	Cyrisus	1	1	98	
NPC	434	Cyrisus	1	1	98	
NPC	435	Fallen Man	1	1	0	
NPC	436	Fallen Man	1	1	0	
NPC	437	Cap'n Izzy No-Beard	1	1	0	
NPC	438	Torzek	1	1	0	
NPC	440	Andil	1	1	0	
NPC	442	Delgon	1	1	0	
NPC	446	Giant rat	2	2	7	
NPC	447	Jail guard	1	1	30	
NPC	448	Jail guard	1	1	30	
NPC	449	Jail guard	1	1	30	
NPC	450	Gull	1	1	0	
NPC	451	Gull	1	1	0	
NPC	452	Seth Groats	1	1	0	
NPC	453	Suit of armour	1	1	7	
NPC	454	Sanfew	1	1	0	
NPC	455	Kaqemeex	1	1	0	
NPC	456	Father Aereck	1	1	0	
NPC	457	Restless ghost	1	1	0	
NPC	458	Father Urhney	1	1	0	
NPC	459	Skeleton warlock	1	1	7	
NPC	460	Wizard Frumscone	1	1	0	
NPC	461	Magic Store owner	1	1	0	
NPC	462	Wizard Distentor	1	1	0	
NPC	463	Murphy	1	1	0	
NPC	464	Murphy	1	1	0	
NPC	465	Murphy	1	1	0	
NPC	466	Murphy	1	1	0	
NPC	467	Shark	1	1	0	
NPC	468	Shark	1	1	0	
NPC	469	King Bolren	1	1	0	
NPC	470	Commander Montai	1	1	0	
NPC	471	Bolkoy	1	1	0	
NPC	472	Remsai	1	1	0	
NPC	475	Khazard trooper	1	1	44	
NPC	476	Famished mage-eye	1	1	7	
NPC	477	Khazard warlord	1	1	53	
NPC	478	Khazard commander	1	1	49	
NPC	479	Gnome troop	1	1	44	
NPC	480	Gnome troop	1	1	44	
NPC	481	Tracker gnome 1	1	1	0	
NPC	482	Tracker gnome 2	1	1	0	
NPC	483	Tracker gnome 3	1	1	0	
NPC	484	Local Gnome	1	1	0	
NPC	485	Local Gnome	1	1	0	
NPC	486	Kalron	1	1	0	
NPC	487	Giant	2	2	0	
NPC	488	Observatory professor	1	1	0	
NPC	489	Goblin guard	1	1	28	
NPC	490	Mummy	2	2	0	
NPC	491	Ghost	1	1	28	
NPC	492	Spirit of Scorpius	1	1	0	
NPC	493	Grave scorpion	1	1	14	
NPC	494	Banker	1	1	0	
NPC	495	Banker	1	1	0	
NPC	496	Banker	1	1	0	
NPC	497	Banker	1	1	0	
NPC	498	Banker	1	1	0	
NPC	499	Banker	1	1	0	
NPC	500	Mosol Rei	1	1	0	
NPC	501	Spirit of Zadimus	1	1	0	
NPC	502	Undead one	1	1	44	
NPC	503	Undead one	1	1	46	
NPC	504	Undead one	1	1	44	
NPC	505	Undead one	1	1	46	
NPC	506	Rashiliyia	1	1	0	
NPC	507	Nazastarool	2	2	53	
NPC	508	Nazastarool	2	2	53	
NPC	509	Nazastarool	2	2	53	
NPC	510	Hajedy	1	1	0	
NPC	511	Vigroy	1	1	0	
NPC	512	Kaleb Paramaya	1	1	0	
NPC	513	Yohnus	1	1	0	
NPC	514	Seravel	1	1	0	
NPC	515	Yanni Salika	1	1	0	
NPC	516	Obli	1	1	0	
NPC	517	Fernahei	1	1	0	
NPC	518	Captain Shanks	1	1	0	
NPC	519	Bob	1	1	0	
NPC	520	Shopkeeper	1	1	0	
NPC	521	Shop assistant	1	1	0	
NPC	522	Shopkeeper	1	1	0	
NPC	523	Shop assistant	1	1	0	
NPC	524	Shopkeeper	1	1	0	
NPC	525	Shop assistant	1	1	0	
NPC	526	Shopkeeper	1	1	0	
NPC	527	Shop assistant	1	1	0	
NPC	528	Shopkeeper	1	1	0	
NPC	529	Shop assistant	1	1	0	
NPC	530	Shopkeeper	1	1	0	
NPC	531	Shop assistant	1	1	0	
NPC	532	Gravecreeper	1	1	84	
NPC	533	Gravecreeper	1	1	88	
NPC	534	Fairy shopkeeper	1	1	0	
NPC	535	Fairy shop assistant	1	1	0	
NPC	536	Valaine	1	1	0	
NPC	537	Scavvo	1	1	0	
NPC	538	Peksa	1	1	0	
NPC	539	Silk trader	1	1	0	
NPC	540	Gem trader	1	1	0	
NPC	541	Zeke	1	1	0	
NPC	542	Louie Legs	1	1	0	
NPC	543	Karim	1	1	0	
NPC	544	Ranael	1	1	0	
NPC	545	Dommik	1	1	0	
NPC	546	Zaff	1	1	0	
NPC	547	Baraek	1	1	0	
NPC	548	Thessalia	1	1	0	
NPC	549	Horvik	1	1	0	
NPC	550	Lowe	1	1	0	
NPC	551	Shopkeeper	1	1	0	
NPC	552	Shop assistant	1	1	0	
NPC	553	Banker	1	1	0	
NPC	554	Fancy-dress shop owner	1	1	0	
NPC	555	Shopkeeper	1	1	0	
NPC	556	Grum	1	1	0	
NPC	557	Wydin	1	1	0	
NPC	559	Brian	1	1	0	
NPC	560	Jiminua	1	1	0	
NPC	561	Shopkeeper	1	1	0	
NPC	562	Candle-maker	1	1	0	
NPC	563	Arhein	1	1	0	
NPC	564	Jukat	1	1	0	
NPC	565	Lunderwin	1	1	0	
NPC	566	Irksol	1	1	0	
NPC	567	Fairy	1	1	0	
NPC	568	Moonstone shards	1	1	60	
NPC	569	Silver merchant	1	1	0	
NPC	570	Gem merchant	1	1	0	
NPC	571	Baker	1	1	0	
NPC	572	Spice seller	1	1	0	
NPC	573	Fur trader	1	1	0	
NPC	574	Silk merchant	1	1	0	
NPC	575	Hickton	1	1	0	
NPC	576	Harry	1	1	0	
NPC	577	Cassie	1	1	0	
NPC	578	Frincos	1	1	0	
NPC	579	Drogo dwarf	1	1	0	
NPC	580	Flynn	1	1	0	
NPC	581	Wayne	1	1	0	
NPC	582	Dwarf	1	1	0	
NPC	583	Betty	1	1	0	
NPC	584	Herquin	1	1	0	
NPC	585	Rommik	1	1	0	
NPC	586	Gaius	1	1	0	
NPC	587	Kal	1	1	0	
NPC	588	Davon	1	1	0	
NPC	589	Zenesha	1	1	0	
NPC	590	Aemad	1	1	0	
NPC	591	Kortan	1	1	0	
NPC	592	Roachey	1	1	0	
NPC	593	Frenita	1	1	0	
NPC	594	Nurmof	1	1	0	
NPC	595	Tea seller	1	1	0	
NPC	596	Fat Tony	1	1	0	
NPC	597	Noterazzo	1	1	0	
NPC	598	Hairdresser	1	1	0	
NPC	599	Makeover Mage	1	1	0	
NPC	600	Hudo	1	1	0	
NPC	601	Rometti	1	1	0	
NPC	602	Gulluck	1	1	0	
NPC	603	Heckel Funch	1	1	0	
NPC	604	Thurgo	1	1	0	
NPC	605	Sir Vyvin	1	1	0	
NPC	606	Squire Asrol	1	1	0	
NPC	607	Gunnjorn	1	1	0	
NPC	608	Sir Amik Varze	1	1	0	
NPC	609	Sacred Metal Fragments	1	1	0	
NPC	610	Mohegan	2	2	0	
NPC	611	Max	1	1	152	
NPC	612	Pale spring	1	1	0	
NPC	613	Dig Site workman	1	1	0	
NPC	614	Doug Deeping	1	1	0	
NPC	615	Eduardo (student)	1	1	0	
NPC	616	Dorian (student)	1	1	0	
NPC	617	Katarina (student)	1	1	0	
NPC	618	Examiner	1	1	0	
NPC	619	Terry Balando	1	1	0	
NPC	620	Panning guide	1	1	0	
NPC	621	Gnome baller	1	1	0	
NPC	622	Gnome baller	1	1	0	
NPC	623	Gnome baller	1	1	0	
NPC	624	Gnome baller	1	1	0	
NPC	625	Gnome baller	1	1	0	
NPC	626	Gnome baller	1	1	0	
NPC	627	Gnome baller	1	1	0	
NPC	628	Gnome baller	1	1	0	
NPC	629	Gnome baller	1	1	0	
NPC	630	Gnome baller	1	1	0	
NPC	631	Gnome baller	1	1	0	
NPC	632	Gnome baller	1	1	0	
NPC	633	Gnome winger	1	1	0	
NPC	634	Gnome winger	1	1	0	
NPC	635	Gnome ball referee	1	1	0	
NPC	636	Cheerleader	1	1	0	
NPC	638	Apothecary	1	1	0	
NPC	639	Pretzel Bert	1	1	0	
NPC	640	Father Lawrence	1	1	0	
NPC	641	Charlie the Tramp	1	1	0	
NPC	642	Katrine	1	1	0	
NPC	643	Weaponsmaster	1	1	0	
NPC	644	Straven	1	1	0	
NPC	645	Jonny the beard	1	1	1	
NPC	646	Curator Haig Halen	1	1	0	
NPC	648	King Roald	1	1	0	
NPC	651	The Keeper	1	1	0	
NPC	652	Projection	1	1	0	
NPC	653	Fairy Queen	1	1	0	
NPC	654	Shamus	1	1	0	
NPC	655	Dramen tree spirit	1	1	63	
NPC	656	Cave monk	1	1	0	
NPC	657	Monk of Entrana	1	1	0	
NPC	658	Monk of Entrana	1	1	0	
NPC	659	Party Pete	1	1	0	
NPC	660	Knight	1	1	0	
NPC	661	Megan	1	1	0	
NPC	662	Lucy	1	1	0	
NPC	663	Avan	1	1	0	
NPC	665	Boot	1	1	0	
NPC	666	Caleb	1	1	0	
NPC	667	Chronozon	3	3	84	
NPC	668	Johnathon	1	1	0	
NPC	669	Hazelmere	1	1	0	
NPC	670	King Narnode Shareen	1	1	0	
NPC	671	Glough	1	1	0	
NPC	672	Anita	1	1	0	
NPC	673	Charlie	1	1	0	
NPC	674	Foreman	1	1	28	
NPC	675	Shipyard worker	1	1	0	
NPC	676	Femi	1	1	0	
NPC	677	Black demon	3	3	98	
NPC	678	Guard	1	1	0	
NPC	679	Ranging Guild Doorman	1	1	0	
NPC	680	Leatherworker	1	1	0	
NPC	681	Will o' the wisp	1	1	0	
NPC	682	Armour salesman	1	1	0	
NPC	683	Bow and Arrow salesman	1	1	0	
NPC	684	Tower Advisor	1	1	0	
NPC	685	Tower Advisor	1	1	0	
NPC	686	Tower Advisor	1	1	0	
NPC	687	Tower Advisor	1	1	0	
NPC	688	Tower Archer	1	1	14	
NPC	689	Tower Archer	1	1	28	
NPC	690	Tower Archer	1	1	42	
NPC	691	Tower Archer	1	1	56	
NPC	692	Tribal Weapon Salesman	1	1	0	
NPC	694	Ticket Merchant	1	1	0	
NPC	695	Bailey	1	1	0	
NPC	696	Caroline	1	1	0	
NPC	698	Holgart	1	1	0	
NPC	699	Holgart	1	1	0	
NPC	700	Holgart	1	1	0	
NPC	701	Kent	1	1	0	
NPC	705	Captain Harlan	1	1	0	
NPC	706	Wizard Mizgog	1	1	0	
NPC	708	Imp	1	1	5	
NPC	709	Imp	1	1	8	
NPC	710	Alrena	1	1	0	
NPC	711	Bravek	1	1	0	
NPC	713	Clerk	1	1	0	
NPC	714	Edmond	1	1	0	
NPC	720	Recruiter	1	1	0	
NPC	723	Billy Rehnison	1	1	0	
NPC	724	Milli Rehnison	1	1	0	
NPC	726	pnr_doric	1	1	0	
NPC	728	Man	1	1	0	
NPC	729	Man	1	1	0	
NPC	730	Boric	1	1	0	
NPC	731	Bartender	1	1	0	
NPC	732	Bartender	1	1	0	
NPC	733	Bartender	1	1	0	
NPC	735	Bartender	1	1	0	
NPC	736	Emily	1	1	0	
NPC	737	Bartender	1	1	0	
NPC	738	Bartender	1	1	0	
NPC	739	Bartender	1	1	0	
NPC	740	Trufitus	1	1	0	
NPC	741	Duke Horacio	1	1	0	
NPC	742	Elvarg	4	4	63	
NPC	743	Lava-flow miner	1	1	0	
NPC	744	Klarense	1	1	0	
NPC	745	Wormbrain	1	1	5	
NPC	746	Oracle	1	1	0	
NPC	747	Oziach	1	1	0	
NPC	749	Angry barbarian spirit	1	1	106	
NPC	750	Enraged barbarian spirit	1	1	106	
NPC	751	Berserk barbarian spirit	1	1	106	
NPC	752	Ferocious barbarian spirit	1	1	106	
NPC	753	Melzar the Mad	1	1	39	
NPC	754	Peaceful barbarian spirit	1	1	0	
NPC	755	Morgan	1	1	0	
NPC	756	Dr Harlow	1	1	0	
NPC	757	Prince Brand	1	1	0	
NPC	758	Fred the Farmer	1	1	0	
NPC	760	Kittens	1	1	0	
NPC	761	Kitten	1	1	0	
NPC	762	Kitten	1	1	0	
NPC	763	Kitten	1	1	0	
NPC	764	Kitten	1	1	0	
NPC	765	Kitten	1	1	0	
NPC	766	Kitten	1	1	0	
NPC	767	Glophren	1	1	119	
NPC	768	Cat	1	1	0	
NPC	769	Cat	1	1	0	
NPC	770	Cat	1	1	0	
NPC	771	Cat	1	1	0	
NPC	772	Cat	1	1	0	
NPC	773	Cat	1	1	0	
NPC	774	Overgrown cat	1	1	0	
NPC	775	Overgrown cat	1	1	0	
NPC	776	Overgrown cat	1	1	0	
NPC	777	Overgrown cat	1	1	0	
NPC	778	Overgrown cat	1	1	0	
NPC	779	Overgrown cat	1	1	0	
NPC	780	Gertrude	1	1	0	
NPC	781	Shilop	1	1	0	
NPC	782	Philop	1	1	0	
NPC	783	Wilough	1	1	0	
NPC	784	Kanel	1	1	0	
NPC	785	Civilian	1	1	0	
NPC	786	Civilian	1	1	0	
NPC	787	Civilian	1	1	0	
NPC	788	Garv	1	1	0	
NPC	789	Grubor	1	1	0	
