# Global safe950 search universe; independent of curated tabs.
43242	0	-1	'of the alliance' title	900d6c37e334231e821e3f46195a53ea91682c2f3b889033007ff88f53c553cc
40256	0	-1	'of the imperial district' title	28cb4efb325f4f8ad5dcce8e039cdf2448e0bf85bde60a0d13222f2602132c09
40257	0	-1	'of the merchant district' title	b5f2de0f85185b485f0708e5ad1783f9164af01f3d094c6c667625351a8de5d3
40258	0	-1	'of the port district' title	441eac8146762f1cc250154160216bc8252d49120b6b052c302323476d726674
47340	0	-1	'of the Valkyrie' title	0ba23d81785de8f1d7680bfc9079e9f47fc0bf800587fa3a83efe7b86db43981
40255	0	-1	'of the worker district' title	5305d664e5ffbb83d23d5cf3a4e35aa5808a0685401b2a3c5ad3b0d7320047c9
53543	0	-1	'One of the Many' title scroll	97ed5daed3bed277b5402740a1236be112cea40b131c17e4e7fe50eb67e22c47
58583	0	-1	'Onyx' title scroll	43e99793347d9d04f2b2e33f2c14e743bc88f63fb1bd9220b34dab522dfc7a19
49836	0	-1	'Pandemonium' tapestry	a826606a03e372e7b03c5661d97cff771f7a469bf52cd507c323186e59c5d653
49835	0	-1	'Pandemonium' tapestry (damaged)	6b2f6dc056d01d33ea3245a23f160545f520ac99eb8a31f3562587a07eaf78fb
44382	0	-1	'Parcel' title scroll	84726317c2c8c6e6aa5a6bec2c62d790558bc50a31fadff37644cf1d4e8a31b3
53545	0	-1	'Party' title scroll	ffd723ee61b04119d935122d46e43337fa80092b9aa8375258f4d1aafa25d8d1
60081	1	-1	'Perfect' branch	63384e6fc479155f329759bd2637eb5e3b404a3f563a274c93faab407231bd04
60080	1	-1	'Perfect' carrot	c6d293d9bfc6e7cba6e711cf7d92c5acf35f783cff778a344ccce25cb2312e38
60079	1	-1	'Perfect' coal	89d90e5159b3ef60fc95b015e65bf26c3770aa10f1cc754667a0f0904972e6a7
2365	0	-1	'Perfect' gold bar	ed5fb963e2918064fb40542425146495427e11908d2821f29fdc75e1841f3e79
446	0	-1	'Perfect' gold ore	17c538b5f5a8efd3b26766f64972fbe8ef027d36b8fa565204dbca64dfdde079
774	0	2	'Perfect' necklace	c2b33303fcb09ea286d7bfeaee7ebd71a9b6b3391988b6641111a668af673518
773	0	12	'Perfect' ring	4a5cde359b4779b8396bf6ed2f88ac3dd36f0f8eace0c6a8e63c33e70b8f661a
50044	0	-1	'Philisophia in Cubiculo'	6cdcc9b852749b31d37050e20f25c4a7b77e0075433e464cde87589aa7496dd6
49842	0	-1	'Possession' metal sculpture	615caf7482ca96efc4afabd9c3e51e7c9213f2433360514dabc36a7337db017a
49841	0	-1	'Possession' metal sculpture (damaged)	7d8102ea07228edd04a0d05ba8462a48124d45163b3027e490c883a168171e8f
42656	0	-1	'Postie' title scroll	8221969c67c0660be941bc88ba59c85206a5154652f226d7946c1ff55b2c6783
49892	0	-1	'Prima Legio' painting	dc5ec943d45a43fa76a607e61e86247a42e31c0f5bc6f95d62c4a9237c7fa1ee
49891	0	-1	'Prima Legio' painting (damaged)	6d053da0c71b676230db589f1b9127904a9fff764198e50c9153542620c0f97b
53207	0	-1	'Rainbow' title scroll	34e63db8a9989062758be844c581580463d46b7a82d9b3326d125d8ff74740e9
56269	0	-1	'Rainbow' title scroll (untradeable)	0bb53e08dc6e0128d21a96664b6ac5056ba1e0c0133f625b1d71401727b83218
50724	0	-1	'Raksha' idol	428f547962fc97ae0acb96ae3c26dc78000effe5214562b758b9a4da0a7a0683
50723	0	-1	'Raksha' idol (damaged)	7db9af1a7904ea8e6e64d7f092702f1336482054c9e6626d4bd280c17361ed38
53614	0	-1	'Ruby' title scroll	61e07e44c40de2b972629f8e7e9fc40146ffe6697835686e7ad20eb80b114fba
42372	0	-1	'Rum'	802ab04c190d5ef5d1d879d9e731b3253b4f5d98fc59684cdaa219657252d2be
49920	0	-1	'Smoke Cloud' spell scroll	71a8fd6237e19a4640ad45fe2ca579456424e3d24345abd828cef7148a690d76
49919	0	-1	'Smoke Cloud' spell scroll (damaged)	4573ebca94f4b3c68b60d39f227d92f444fdb91ea0f237f27af2b3691248a615
51221	0	-1	'Smoke Cloud' spell scroll (loaned)	3958d5bda0b304c95d8be3f23954ab934a11ddeab59afa3ce589ad6100003f7a
57907	0	-1	'Snowy' title	1d6f0132b3724fed70938c93387382b2b0099d963b2d1380216603b4f5281784
57908	0	-1	'Snowy' variant title	7d84b2a4e1c42c16679dd932ad9a97a05da0fbd5f5a2a33e42437aa78c37c75b
49890	0	-1	'Solem in Umbra' painting	7c5fe86f5c26031c1add106c7b7c044c166d75de1c0deb448f2674b7f0f25d47
49889	0	-1	'Solem in Umbra' painting (damaged)	0fdbf6236f29616dec84e2ca31c7d735afc2a81b83dafd9d0205d44be6f5a046
59783	0	-1	'Spooky' title scroll	beda26ae5e652a5c7fb45ec15306e03a7b5b664cc6519d8635538502bd6a09df
47903	0	-1	'Stormbreaker' title	613e36abbc4673be9014edcbe2468bffc475f41c828b4dd8d7b2d8a459239eb1
63632	0	-1	'The Balanced' title	419c3f1b48d1d4ad5bae5c5f730875fa500c06c2c5ff23e306f44987fa27520b
59428	0	-1	'the bee-rilliant' title	c70d14ca8f4507526dca828d0235ffacc4b40fdb787aa146a7ee0924b10dcb1d
49802	0	-1	'The Enlightened Soul' scroll	06828f2698bf85c7da5f6856b1291641ba0393b3a8ecc8025518529f425411f2
49801	0	-1	'The Enlightened Soul' scroll (damaged)	7602e065b60e1805e7bf6ef7497b902fe55fa1494cd9a3a48ff8f18483932d6a
49997	0	-1	'The Epic of Hebe'	f3ff62079ef21a7cb7f3293435d8f13c1a37b5574d47f42c0fc648d31fcf3c23
49804	0	-1	'The Eudoxian Elements' tablet	fdadb751f5a4effda747a12f4cc581cf05f3b06ee2d5c33ea955dd705f8e5021
49803	0	-1	'The Eudoxian Elements' tablet (damaged)	b22c3c61f2e57b74e63cdcdbb498680bc753c2e863961dce22dad2fa51a3c86b
59784	0	-1	'the Fang-tastic' title scroll	b46e5a6237c1e53e296ea0595431ff9fd222b49bca678739dc80a4be4dd26f9d
59998	0	-1	'the Jolly' Title	0db571dc05b4a6031ba8d1fc152cb5903cf86a801d3ecd3651f03b628cf4bb88
49834	0	-1	'The Lake of Fire' painting	460cb96f85de2815bb60cf5ab6078109bceb528f66dfb1a1a9898eb0262b9671
49833	0	-1	'The Lake of Fire' painting (damaged)	feb324c12c6b8fee19b23237f15e3cf0e943b4ae4c4b1c55dd8f329901a5beb0
54931	0	-1	'the Life and Soul' title scroll	4f630d090c2ce5a702f921c74b0cf7f31dd9ece2865c5290cb468f4e2f993ea0
49798	0	-1	'The Lord of Light' painting	670d5972cf03d63c06c0c5f528a502374316c55773637a5df350c5a63df612a3
49797	0	-1	'The Lord of Light' painting (damaged)	c8a1f59aedaeff5c276afb73b30906208e8c293c6547f14ef1c28901adacbce5
49794	0	-1	'The Pride of Padosan' painting	958024d76e73ff9316f176bd640d2e7d000525a99154a20832f052d0eeca0646
49793	0	-1	'The Pride of Padosan' painting (damaged)	b0cc0f248b8e555632cdd88362b5910d09dcdade43684e78384bf090b20fe701
57948	0	-1	'the Real Present' (Blue) Title Scroll (Untradeable)	69590b6cbccc0ccda0e93acddcc4e05278b1e8f683cb3dc376cbc49a4b67df25
57949	0	-1	'the Real Present' (Purple) Title Scroll (Untradeable)	9a79692ef29d1707f185cc87e2f12f3c49989694e4b755b4fc67425915507f2e
57947	0	-1	'the Real Present' (White) Title Scroll (Untradeable)	b577aff174cd60b260b0ea28336edd49d39632210feb91be679c74e1cbb5a49d
59785	0	-1	'the Ripper' title scroll	394e93bd4af746428d3c895e50b7e9ad3a4d6bdb830b3ff8f253490203764df9
51915	0	-1	'The Serpent's Fall' carving	62fbc8f8c1301dfc1f0fbf74336647d9edde7cc508fe9bba8e64fea65afb81b4
51914	0	-1	'The Serpent's Fall' carving (damaged)	2c16b21befb8314033e028f64b0e5eecab97ae56291ed0b077739e5dfc8519e8
60000	0	-1	'the Sleigher' Title Scroll (Untradeable)	423ef32ce7527d6a58c57c3857ceeeec4eeac03d2365badf65e8252beb7051b6
60002	0	-1	'the Snowball' Title Scroll (Untradeable)	bd30d9f7d1d17305ebe3632187cd564cae70adfb21dd35fdb7b9d07a3ab625f5
59999	0	-1	'the Snuggly' title	e649ef8e1d7cc1efa729415208eebd4149e5d97963d9d1257b950d2bc6884ac0
58550	0	-1	'the time mage' title	ea0b4238ed4dea825c69744894d103940b8fe60f3f3a3a78b90dcf183d739218
11203	0	-1	'to do' list	6e5066595589d829406f3e83734283c0a7939334aa81ab6f178a840f971747bc
49844	0	-1	'Torment' metal sculpture	40ebd0bcb1242558ea230621debbccedc0f0b24c7dd5c0de6890a54a8b5db3d2
49843	0	-1	'Torment' metal sculpture (damaged)	f831857b9ecd4d07afdb79cc1f6d36044caf4d959deea293b55d8834ac253cb1
49996	0	-1	'Tromple's Troubling Tales'	c63973e5b5aca4d69d5b89fbb8573823b86ccd950bfd9cf42526325889bdc6c1
50115	0	-1	'XP Capacitor' blueprint	0d0d000005838d3faff844b4482c2278b7ed33e42f787ef314a05abbe9a5e914
50117	0	-1	'XP Capacitor' blueprint (untradeable)	7169d99a5a9a2ed6d92d1a25d68753c52301258993e22a0af1cc2414fcfa1e22
19691	0	12	...	3545629d0f908300c3af2582176e889f8370791e7e8e8d6d80c9f2cc0f3136a1
19692	0	12	...	3dc83e9fc4e0e2462bc7dc5bfb8635c983e4c78b393925c816233ef6b7e8f2fa
19693	0	12	...	6e07711d6933ff1a9f7a517c5e909a47af1c326d3c143def91c69d136a0a90bd
19694	0	12	...	6e03a9c714d5f9ddc8e961861fbe841f05b50e883a8a101a00b5a93f4b7f7254
19695	0	12	...	0c859720cc70c1881876f01493e1614dfddae626fde7b9fdd321da49f32a9bf0
50654	0	-1	1 month membership package	275bd0814a5c42f0a942f8ba7dcbe47317d200c7e53552a8aa2353be8ba9c394
51746	0	-1	1 month membership package	14b578e104be7b139543daa7caa63eec471842de09ae4a9484a98cfee71c3f9f
56049	0	-1	1 month premier membership	730273a42bdbd07e8faad447a3efa8b0a4f1aa7f1692aa65bd011367792e1fd9
56051	0	-1	1 month premier membership refund	7b1b7139b53f645711c587dab328bb2820bf4927f64a6707b8c1ff67d608cbb5
42271	0	-1	1/3 blue blubber jellyfish	c8180f77cd7b8c0004aeac6675d6addb1c77a5fd9921ca7d1a6a3272ad660f33
12138	0	-1	1/3 evil turnip	edde54e781c4e466e949ee531fd0deb558c2bcff2902988d76be2f61daeb1109
44244	0	-1	1/3 evil turnip	95afda195f5e803a6970f36b5f924c8c6c87213561a814a9174e08dcec402d5e
42262	0	-1	1/3 green blubber jellyfish	d51c7851fe520a6385bc9518cf37280dd9ece3db6132c655d8703e8069aeb5d4
3731	0	-1	1/3rds full jug	f02308fedddadf8cad6830392e363d15cbfae28203c1d4a54cd05211f06ab046
3726	0	-1	1/5ths full bucket	2679da349abed18e575a0e8c27bb7fad110f7db6d483c66f446f6d22fb8f8b52
55769	0	-1	10 hero pass levels	edce979cd6d0c499b94781a06cd205d41b76bb42fa8dc1575a9e93654516d4eb
47351	0	-1	10 million coins	69169b4ffb29dfe093d32d451b45c574bc0e595ceeb6aca99ad70afa7fb49f97
49132	0	-1	10 task tokens	2b95e0683a06b24f4473ca16f144da275fd9ae2e3b46f67c9baebaedf1f94cc5
49134	0	-1	10 task tokens refund	1e176cb6d9cc49789fc6fa7586370b3ce4b9633d63e5d9261ff2f53f99e957bf
44142	0	-1	10 treasure hunter keys	bcca671560726aca8da4187751590c51e0bc7bc30fdeb2c36f0352307c5deea1
24707	0	-1	10 year veteran cape	078919e7dcd79efaa25e241a13d2ea151a0c581d40406230effcb91b6aabded9
49309	0	-1	10,000 timed event currency	c969d08099fbc775f6d85b2f9bd8364a2a6ef4567a480acbfb78b1f64578bd08
47354	0	-1	100 million coins	7e3186ddcc5c834a9856f750562398ebd79e09ea3d3f645adab25b01e00761a6
54786	0	-1	100 runecoin donation	f1d280d762055450a0f1c29154016e4d1e94de01fc2144748f5ff89caf8fc780
42354	0	-1	100% Luke's leg	b15b2523d39796d57faaf2f899f019cacfb8497e7ebd8c9d1127487fc15caf1d
20113	0	-1	10th anniversary cake	a329559ef5e607674d9d532f5f9b785abcfae0b3ddb19a8a4cb62f89b667a710
4035	0	2	10th squad sigil	61d5f8fbc650e712d4f7536d5f3c01b5a88dda7583ed8cc22624633534d0057f
58277	0	-1	12 Daily Keys of Christmas package	a626081cc581f318fcf3691d16aa84bdd887ca7515d890b18bdda93b5e7287c2
58279	0	-1	12 Daily Keys of Christmas package unbuy	3ebea88e8f806c391d547f6c861278261aeee1818394495730ffbca86c38488e
50658	0	-1	12 month membership package	57ba85b7e7f188c5faf842934cb6e1007dc5771938eba21a3b0fa6219484d013
51750	0	-1	12 month membership package	b88d9e598278bee4bf3d1409c8e4a641a96df54f772785dc902cd9bfc31f516c
55777	0	-1	1250 hero pass currency	de4058352cc8ea0bf2051037cd621e8f0758cb3f76e8f4c8603076fda22b7006
57097	0	-1	14 day membership passcode	98798aef89c5893934a41a00c5ac24040986cac5d32221c849566a199d296c91
39646	0	-1	15 year veteran cape	aed34d64b8a174ec0b82f05569f7ae43b9d343979257cbbf551ea1f9c28d9515
36269	2	-1	15th Anniversary balloon	bc66a451bbfc7840efa756cb391d3436a3815b45ad7a6ffd2e227df77ddd7700
36266	0	-1	15th anniversary party box	a7cec28a1b6dc02b35aadc273624fc381f422df4aa862af6f4f6e702fce0b22f
36265	0	0	15th Anniversary party hat	1c2022ab5f9698bff07f292a162893462b4f95d5d7c8664059c5cb6d2c464d14
8858	0	-1	18lb shot	29ef447b6d1352c37c26ac3598990611f74a3aa153566acbe0484bb441f59e13
53478	0	-1	1x deathtouched darts package	7816582898be055036f1e933fa4c91d1a62b51fb198117b1e68a2764b6f9f54e
53484	0	-1	1x deathtouched darts package	77f8fdf1f7181e01b12266ecbfe08f83cba5359a2fa18451beda1f03c82c0611
53290	0	-1	1x knowledge bombs package	674b025bf342f355fe4b66e9e108e9de6287daae56966ecf96ee2dec963fcc5f
47419	0	-1	2/3 bacon cheesecake	79a9f3335c2c50ca45f9ad648321439f17b7e20663be0b724e8e09cd7e0b50cd
42269	0	-1	2/3 blue blubber jellyfish	fe2401011a3a662381a35501b6a7552c9801ddee9185df7bbb94b5f2d3c8294f
1893	0	-1	2/3 cake	952784b998850b3bfd279faa4eb82433e0bd75a82cd9775ec00d634bb4fc2d74
47389	0	-1	2/3 cheesecake	be07d3093279e6734dbbbc666b42f2c5a69faffcf68935d4f2a77120ade994cf
1899	0	-1	2/3 chocolate cake	8d1e8a98d5a1072a07c2ad6b5fb0158ba1cb3f3347e3d7a6b2480b617a29eb90
47401	0	-1	2/3 chocolate cheesecake	e9de02edb59921143057f111643e085c13130f384947f8fedf75d46fcefae036
12136	0	-1	2/3 evil turnip	4faec38bed53240756ff0d453de2056f9786309beb008899218087b824e429d3
44243	0	-1	2/3 evil turnip	885801e218b2ca1e5b4049381343c9d12e5ec6a73718ebbfd911c90cc2624667
42260	0	-1	2/3 green blubber jellyfish	5b28d1083928fc47c1d28f4075c7ffa51dfcbe742dda11d9fb09c414c2d9d527
47413	0	-1	2/3 lemon cheesecake	04fd8c3688f0f045c4ee3f11123ef5409450dd06c4d6357d5133f4b04ea562e3
