# Generated by Native950EquipmentLibraryAcceptance cache --generate; do not hand-edit IDs. id/category/tier/slot/quantity/stackMode/name/group/sha256
15773	1	99	3	28	0	Primal battleaxe	primal battleaxe@99	596ea16e7fdaf2883afa7915bee304f9f85f83021a6721447f32c2e18fec3bcf
27935	1	99	5	28	0	Off-hand primal battleaxe	primal battleaxe@99	ddd6fbad92c5ad918810340ee290a010fdbf7220f3e517d240f07b8c5432ae54
16837	1	99	3	28	0	Primal dagger	primal dagger@99	5002c61dcfd4179ba153fc6bcc1d8a2f812fe92d4682ea24ea927c42adb2d01b
27994	1	99	5	28	0	Off-hand primal dagger	primal dagger@99	f0f0608f957be78cae0c91084e117791bf8217b10fd6a06097233de146f3421d
57321	1	99	5	28	0	Primal kiteshield + 5	primal kiteshield + 5@99	050acdd4db9a1feb8d845f64615a7b2ae9fe4fe4aba18c75ca49d9e085f555a9
16403	1	99	3	28	0	Primal longsword	primal longsword@99	7282c82dc47a263cb6c78ee60ce507a93eb0359476071f3eb3397ada4551c9c1
27913	1	99	5	28	0	Off-hand primal longsword	primal longsword@99	609d5fd5d09df90d5b53c7f3e01fb4a417be8b76b0446441869e5387cb3262c3
16425	1	99	3	28	0	Primal maul	primal maul@99	93f848be21d6490e4c3b6272574e33b739585be8058056ae53ed64b1a372e551
58213	1	99	5	28	0	Primal off hand warhammer + 5	primal off hand warhammer + 5@99	c78c30906490517b7bf59f90d511fab7ea0615605105dba5d198cb2b624aeebb
16955	1	99	3	28	0	Primal rapier	primal rapier@99	39b29bf330bb51eed7a16b8ffff980e68a289217b49123e1741429c2f1038416
27663	1	99	5	28	0	Off-hand primal rapier	primal rapier@99	dfd474288c7142e4e4bde27842e368455b69c7941bd9192af58ce3f0eaaa5403
17143	1	99	3	28	0	Primal spear	primal spear@99	17e438fc10f2f2db2c258489513bd22a6e04f0c0f39365db463ca65837829356
58182	1	99	3	28	0	Primal warhammer + 5	primal warhammer + 5@99	b71a6b15ea1a792d18277783e0ee292aa10f16f8316c922ecac109df5524734c
27685	1	99	5	28	0	Off-hand primal warhammer	primal warhammer@99	c5231c41df458beb1306938880eb9ee626dde22664d1209e88e3824036374cf8
53375	1	95	0	28	0	Vestments of havoc hood	vestments of havoc@95	aff2685034cc507d7c9229e90d0c9dc424d035fd7da3a6834bb3d06d3c9361e8
53378	1	95	4	28	0	Vestments of havoc robe top	vestments of havoc@95	430378b0deb432cc1623cb915ade9c8fe07957de3caf8c0f1bfab7043ab1a05d
53381	1	95	7	28	0	Vestments of havoc robe bottom	vestments of havoc@95	7889fe2a48e9a7d018290f500df610083c732818787f0d2753eeb23df0d47161
53384	1	95	10	28	0	Vestments of havoc boots	vestments of havoc@95	8bfa9d08b2d1259209e5b4e14df7c9553d64c5181c8f62abc43309859824fd75
52511	1	95	3	28	0	Ek-ZekKil	ek-zekkil@95	fbb4648aa99cf3259fa286fd9ff555b5d44a3ada5b141c0581bbba18fc5dfdf6
52053	1	95	3	28	0	Dark Shard of Leng	leng dual wield@95	e9df36cdffdbde6dd5f79fd30b40713d1acbd90c56eb64809ebbdb12818d8023
52057	1	95	5	28	0	Dark Sliver of Leng	leng dual wield@95	e99e7c001e84a97559eef5d2bf9fbc3b8e1406aeeb536273b831f5123739ce7e
59350	1	95	3	28	0	Tumeken's Light	tumeken's light@95	fc1e51face12362505e6a0bd2f5efb4023f7d8797ae55bc9f35331add1ec41ac
46038	1	92	0	28	0	Trimmed masterwork melee helm	trimmed masterwork@92	1c43632ecf71bacd75cf770db4366c2eda4fceb097d6ae1195e14d8aeba180e8
46053	1	92	4	28	0	Trimmed masterwork melee platebody	trimmed masterwork@92	c715a27c5f0396b941b4eb7c8fd06baa641c7624a100494d249d1bec72a6e130
46058	1	92	7	28	0	Trimmed masterwork melee platelegs	trimmed masterwork@92	8d619b6a0062ad6fe0349ca0211cc96bd24c9741447d0bf950a37ec0f56a628c
46043	1	92	9	28	0	Trimmed masterwork melee gloves	trimmed masterwork@92	145ceb08b8c25471706a82dc004a64f0657c41177ccdaec9dea376ede577dc39
46048	1	92	10	28	0	Trimmed masterwork melee boots	trimmed masterwork@92	725cf76580f7f0d2a3dda421b96a58abd9693a162f14e444bddaf9f6514b8e1d
52931	1	92	3	28	0	Abyssal scourge	abyssal scourge@92	6cf23ad550501f5c6ec1ff2e0ad9a79033976bbdd753248e501337b2334007be
40659	1	92	5	28	0	Khopesh of Elidinis	khopesh of elidinis@92	39dc3cfaac2a9814caa12639726de8c74582b3421189f3aaebf3c7760631a63b
40655	1	92	3	28	0	Khopesh of Tumeken	khopesh of tumeken@92	758de03e3d7283fc03622546736cbf8c273e98d90a0531426ffdd29beaa74c68
49970	1	92	3	28	0	Masterwork Spear of Annihilation	masterwork spear of annihilation@92	ee44e9f09eabbe2aeb0249f754cbc069a5224c8d275b198ddec70bef21a25928
37640	1	92	3	28	0	Zaros godsword	zaros godsword@92	4e8129020143ba396b47f3e8939137a4046e8fc9f889eb2b0a76b5d73c8148bc
35182	1	90	7	28	2	Achto Teralith leggings	achto teralith leggings@90	f30dba5876eb79e712fc7ce06bd5599e516d9e55935f4a9a9060b30a724cc118
35174	1	90	0	28	2	Achto Teralith helmet	achto teralith@90	a6c5894cb36a9198b70cfef0cad24a4d3e3b3f49d6a758e3529fda7cbc738dd1
35180	1	90	4	28	2	Achto Teralith cuirass	achto teralith@90	88315cd5b6d0187ca6db3da88ab104b97c87d8d0506259fd21d7066fb4a2c108
35176	1	90	9	28	2	Achto Teralith gauntlets	achto teralith@90	54c583479b8a102978649655f9d5aba5d62f6ab5ccbbac8435e55e22af002037
35178	1	90	10	28	2	Achto Teralith boots	achto teralith@90	18a1ebbb7ad95101e9b9bf2e420dd27d9eeae756a00d9eaddb591dab06daaff5
45680	1	90	0	28	0	Elder rune full helm + 5	elder rune + 5@90	a602982774ad7566f21283356b3e77e66d0a42828c6bd03e47a28dda3a1c5e98
45742	1	90	4	28	0	Elder rune platebody + 5	elder rune + 5@90	9722fbded9163068e1ded3e339085cf6536f9f6dd970f966ce3cc2b117622fdf
45711	1	90	7	28	0	Elder rune platelegs + 5	elder rune + 5@90	fed5792496c3e43fc684d6dc08fd35889c7fb03743369ddef7914f881e822979
45835	1	90	9	28	0	Elder rune gauntlets + 5	elder rune + 5@90	ec569363a59a3086d3df947b1a0631703f8084609d87971795abc8c9f3689457
45804	1	90	10	28	0	Elder rune armoured boots + 5	elder rune + 5@90	167e515404f7b658b00ca9882557e4a1626174b0f3269d36d68b80184f8b0eb1
34978	1	90	10	28	0	Emberkeen boots	emberkeen@90	1106ec937dbe16cd6cd83ed94791db635873bd5c1a50cb2ed0596fffdda677ef
51090	1	90	10	28	2	Enhanced laceration boots	enhanced laceration@90	fadd4a7c11608b9deaad2af40dcebc00da93b62093c2de7228ce2e895c454022
52028	1	90	9	28	0	Enhanced gloves of passage	enhanced of passage@90	340153fa0bdb164c7a682e2a43009596c0eb0aa3579026cb4627990c2799da6b
30005	1	90	0	28	0	Malevolent helm	malevolent@90	ef0f13310b9df709be5b5f14fd76cb4f61ddfb1884fe409636466fedbf2a3e5c
30008	1	90	4	28	0	Malevolent cuirass	malevolent@90	829fbf7f3751a9eb2ed6e17ad4fb21e9bece04079aa65f9548b611bac21c0002
30011	1	90	7	28	0	Malevolent greaves	malevolent@90	a2d4c1b657e0fafa8928946d53fa38bfea399ba77cb5fda5b5755df2b0973243
45955	1	90	0	28	0	Masterwork melee helm	masterwork@90	681c75d807095ad1aa974538c872c8101e32557aa9577262f78b9d152a327e63
45970	1	90	4	28	0	Masterwork melee platebody	masterwork@90	4ee3678715f4be3ab42d75ff80b536a731add0c23a88e215ca45bf0b0d786607
45975	1	90	7	28	0	Masterwork melee platelegs	masterwork@90	36adaf79324333f0a1cb22fa5ea6098d6829a4b498078c5e7e99667550dba920
45960	1	90	9	28	0	Masterwork melee gloves	masterwork@90	e10d1ee17426e8837ee36e79f904f296538327f8abcbd543fd975b35ab9c3542
45965	1	90	10	28	0	Masterwork melee boots	masterwork@90	e9bff01e0ad49596b4d15912a602f9312d83f50faa21faa72afa963f0d58fe72
16709	1	90	0	28	0	Promethium full helm	promethium@90	8f9e167a75185ab27084b9be0c9031c8681b884e271438730c6209b8142a5931
16731	1	90	4	28	0	Promethium chainbody	promethium@90	0e61c0bd0fb14fc94c682d2d5d1d1f766dba38149adbdfd73bfad484dd20f26b
17257	1	90	4	28	0	Promethium platebody	promethium@90	10ecad1d36666edef1f75bbf16538010d4ae1427fd79fd7fb7ecc36fe6fa8f39
16687	1	90	7	28	0	Promethium platelegs	promethium@90	7319a31d76919aa93cb06f7d42e7ed5783ed63986ced29bdfdcf7a2daad95bad
16665	1	90	7	28	0	Promethium plateskirt	promethium@90	b1051264b5d17087ad93e8c9b01334339c6951aab1aa795561b7536aac6dfca5
16291	1	90	9	28	0	Promethium gauntlets	promethium@90	7e6035531df66e66104bcd4eb52dda49d43b76f22771a3ff0c078ce6f05395dd
16357	1	90	10	28	0	Promethium boots	promethium@90	20aaee0f9854169a1b91caaf382a20dafdd2b4782fb993f37d26c6f2bd533e13
30213	1	90	9	28	0	Razorback gauntlets	razorback@90	f5b6c1f88315b4dc1c0d906ea98b95918fe00be736e4cf2d2d4c1636b3e4fa1b
35173	1	90	7	28	2	Teralith leggings	teralith leggings@90	32b934a8237cf0f61842b4a16cbbe69111b7d7b7b6a5de9d3787612f3bb5fab6
22346	1	90	3	28	2	Dominion sword	dominion sword@90	ae1bfd9375243b1042864e7ab6bb7c99bcc0533e826285fb6c87f025fcd656df
26587	1	90	3	28	0	Drygore longsword	drygore longsword@90	15e7b2b5438600eeabfccfb3204beaf0cd3968d3e7d2aa9ceafe766763f6dcd6
26591	1	90	5	28	0	Off-hand drygore longsword	drygore longsword@90	2b9dc1da130fd92b524b3af634edbf80c61cc6476967523975d5771724b44f8e
26595	1	90	3	28	0	Drygore mace	drygore mace@90	b512b13ca569caf196cfb53389efab489a99a59fbced75dc228ce4620693e00e
26599	1	90	5	28	0	Off-hand drygore mace	drygore mace@90	ead6334a3ec556d568071d1a9679b3fcf01ba09fe750a26ad0c6904ded767224
26579	1	90	3	28	0	Drygore rapier	drygore rapier@90	407eefd3afdc1b119f5a4422cbcfdae59c9f26e532590891d4279b02b6b529c4
26583	1	90	5	28	0	Off-hand drygore rapier	drygore rapier@90	4afafdefab5aeb59a757a061f575855971e772378d5a3c482f13c1203a7cccac
45636	1	90	3	28	0	Elder rune 2h sword + 5	elder rune 2h sword + 5@90	65b3971055c0f32ab006e69e6e0111b995f1ee322b8cda7ac000b3cfa24b84e9
30014	1	90	5	28	0	Malevolent kiteshield	malevolent kiteshield@90	1b43ebdc70c3729f6e1e5dbc2b464b8e4fc902acd4bf5b7652b70a90b58b91ae
31725	1	90	3	28	0	Noxious scythe	noxious scythe@90	4066ba9d3a449d303fc1877ee0bdb4450c32110138d3b5dbd92171032100ba59
40312	1	82	3	28	0	Khopesh of the Kharidian	khopesh of the kharidian@82	1c2b36d28a2e4b2cb62dee657da72c7492d1bb46651d921f30d11590b5a8e6c7
40316	1	82	5	28	0	Off-hand khopesh of the Kharidian	khopesh of the kharidian@82	83137066f922ea2011a9743178f1b71052c30f1955b1ab83dcc0a1356ae0ba9b
48103	1	82	3	28	0	Laniakea's spear	laniakea's spear@82	415f435e979fb5f7c978de799c3dac35845815fd1fa87bf1473609316d6954c2
43053	1	82	3	28	0	Masuta's warspear	masuta's warspear@82	e2b565ca31ad916b2e65a55e8df9c7f3355f0418bd82e17ab0620d890807b653
37034	1	80	0	28	0	Anima core helm of Zaros	anima core of zaros@80	b3a0ce4495ce9620dee9b2a04fa83c8edf9b2019404d024993856d6312dfe382
37037	1	80	4	28	0	Anima core body of Zaros	anima core of zaros@80	c61dee1850d2ab9011027276e51cb3b6140cf1a54cacfea7d38b78eed89631a4
37040	1	80	7	28	0	Anima core legs of Zaros	anima core of zaros@80	c734eeca6a7145204bd4bf25a20292452c62b33f06f632467d67acec3bbd67c7
45185	1	80	0	28	0	Bane full helm + 4	bane + 4@80	19050fce9f913539affb24e514687538172ecec4203f19b0076c0bc94bc88d2a
45237	1	80	4	28	0	Bane platebody + 4	bane + 4@80	ffea5cd20ba43e4d75ccd0f2aa927ac1c075be0023b5d8956e8c9c196b0962f8
45211	1	80	7	28	0	Bane platelegs + 4	bane + 4@80	d425e14ba1c78733690c4a1a309d85113c830a76b86cc9c33be9d2b2673f848c
45315	1	80	9	28	0	Bane gauntlets + 4	bane + 4@80	3c05d8323adbeeee3aea1367baf426fce0b47cc3e8f6276da722d1a7c3fbe75d
45289	1	80	10	28	0	Bane armoured boots + 4	bane + 4@80	fbd58b47cdbddd610c602faed8b1655ecafd6f4b7794e7444014ee38ee74a53f
16707	1	80	0	28	0	Gorgonite full helm	gorgonite@80	4e8fa520849d2e4bcc0b480c1af0cec4eb47d99dd5ac5b1cc932065ed1cdd1b5
16729	1	80	4	28	0	Gorgonite chainbody	gorgonite@80	a72336306678391930c258c2cea7bdf95d59317516f4b90c719e80e35b28d8fd
